platform,product_url
jumia,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-display-4gb-ram-64gb-rom-dual-sim-50mp-camera-5000mah-bluefree-gifts-306245903.html
jumia,https://www.jumia.co.ke/samsung-galaxy-a16-4gb-ram-128gb-rom-6.7-android-145000mah-light-gray-296934715.html
jumia,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-128gb-4gb-ram-dual-sim-5000mah-black-free-gifts-325377699.html
jumia,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-dual-sim-50mp-5000mah-black-free-gifts-airpods-smart-watch-powerbank-297282814.html
jumia,https://www.jumia.co.ke/samsung-galaxy-a16-6.7-hd-4gb-ram-128gb-rom-dual-sim-50mp-5000mah-comes-with-free-gifts-airpods-smart-watch-powerbank-for-you-grey-297282731.html
jumia,https://www.jumia.co.ke/samsung-galaxy-a17-4g-6.7-4gb-ram-128gb-dual-sim-5000mah-black-2yrs-wrty-326942489.html
jumia,https://www.jumia.co.ke/simi-b201-2.4inch-feature-phone-solar-charging-4000mah-325418760.html
jumia,https://www.jumia.co.ke/simi-s121-1.77inch-feature-phone-dual-sim-card-1050mah-3232mbit-black-325418824.html
jumia,https://www.jumia.co.ke/simi-s240-feature-phone-2.4inch-dual-sim-card-2500mah-325418761.html
jumia,https://www.jumia.co.ke/tecno-camon-40-pro-4g-6.78-inches-8gb-ram256gb-5200-mah-galaxy-black-2yrs-wrty-326847385.html
jumia,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-8gb-ram-128gb-dual-sim-50mp-5200mah-with-free-gifts-airpods-led-watch-powerbank-for-you-titanium-grey-323688387.html
jumia,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-8gb-ram-128gb-dual-sim-5200mah-grey-free-led-watchearpodspowerbank-323701040.html
jumia,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200-mah-led-watch-powerbank-airpods-325541835.html
jumia,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-up-to-8gb-ram-128gb-rom-dual-sim-50mp-5200mah-black-earpods-led-watch-power-bank-323751998.html
jumia,https://www.jumia.co.ke/tecno-spark-40-pro-6.78-128gb-8gb-ram-8gb-extended-dual-sim-5200mah-ink-black-1yr-wrty-326843468.html
jumia,https://www.jumia.co.ke/tv-32-inches-qled-smart-tv-frameless-bluetooth-android14-wifi-digital-netflix-youtube-prime-32-television-1-year-warranty-new-launch-price-wall-mount-free-gift-itel-mpg9993922.html
jumia,https://www.jumia.co.ke/tws-budsair-5-e-subtle-shine-sleek-curves-rich-deep-bass-sound-39-hours-long-playtime-3.5g-lightweight-in-ear-design-portable-with-a-lanyard-black-itel-mpg9975767.html
jumia,https://www.jumia.co.ke/tws-budsair-5-i-deep-bass-with-13.22mm-large-driver-lightweight-half-in-ear-design-32-hours-playtime-ai-translations-iew-50-black-itel-mpg9977072.html
jumia,https://www.jumia.co.ke/tynix-g01-wireless-earbuds-headset-bluetooth-earphones-neckband-sport-style-314489761.html
jumia,https://www.jumia.co.ke/tynix-pro4-leather-upgraded-verson-long-lasting-battery-wireless-bluetooth-earphone-325666066.html
jumia,https://www.jumia.co.ke/vic-20000mah-power-banks-portable-charger-ultra-light-battery-pack-black-247696732.html
jumia,https://www.jumia.co.ke/villaon-v110-1.77-1000mah-dual-sim-black-326370555.html
jumia,https://www.jumia.co.ke/villaon-v120-1.77-1000mah-triple-sim-feature-phone-black-326369869.html
jumia,https://www.jumia.co.ke/villaon-v120-1.77-1000mah-triple-sim-feature-phone-blue-326369895.html
jumia,https://www.jumia.co.ke/villaon-v5606-1.77-1000mah-feature-phone-dual-sim-black-326370531.html
jumia,https://www.jumia.co.ke/vivo-v50-5g-6.77-12gb-ram-512gb-dual-sim-6000mah-satin-black-2yrs-wrty-312949467.html
jumia,https://www.jumia.co.ke/xiaomi-redmi-15-4g-6.9-8gb-ram-256gb-7000mah-black-25-months-warranty-325669155.html
jumia,https://www.jumia.co.ke/xiaomi-redmi-15-4g-6gb-ram-128gb-7000mah-black-2yrs-wrty-325627719.html
jumia,https://www.jumia.co.ke/xiaomi-redmi-15-4g-6gb-ram-128gb-7000mah-grey-25-months-warranty.-325670447.html
jumia,https://www.jumia.co.ke/xiaomi-redmi-15-4g-6gb-ram-128gb-7000mah-purple-25-months-warranty.-325669445.html
jumia,https://www.jumia.co.ke/xiaomi-redmi-a5-6.88-3gb-64gb-5200mah-dual-sim-4g-midnight-black-25-months-314319251.html
jumia,https://www.jumia.co.ke/xiaomi-redmi-buds-6-lite-325759850.html
jumia,https://www.jumia.co.ke/xiaomi-redmi-note-15-6.77-8gb-ram-256gb-6000mah-black-25-months-warranty-free-buds-6-play-326642290.html
jumia,https://www.jumia.co.ke/xiaomi-redmi-note-15-6.8-6gb-ram-128gb-6000mah-black-25-months-warranty-free-buds-6-play-326643216.html
jumia,https://www.jumia.co.ke/xiaomi-redmi-note-15-pro-5g-6.83-8gb-ram-256gb-6500mah-blue-25-months-warranty-free-watch-5-326639973.html
jumia,https://www.jumia.co.ke/xiaomi-redmi-note-15-pro-6.77-8gb-ram-256gb-dual-sim-6500mah-black-25-months-warranty-free-buds-6-play-326638116.html
kilimall,https://www.kilimall.co.ke/listing/1000100017-Euroken-Euro6531EE-Standing-Gas-Cooker
kilimall,https://www.kilimall.co.ke/listing/1000192714-realme-Note-50-90Hz-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1000192744-realme-Note-50-90Hz-Smartphone
kilimall,https://www.kilimall.co.ke/listing/10002226085-ElectroMate-2-Burner-Stainless-Steel-Gas-Cooker-Durable-Tabletop-LPG-Stove-with-Brass-Burners-Flame-Control-Compact-Cooking-Appliance-for-Home-Use-Silver
kilimall,https://www.kilimall.co.ke/listing/1000299072-Samsung-Galaxy-A06-64GB-50MP-5000mAh
kilimall,https://www.kilimall.co.ke/listing/1000332494-XIAOMI-Redmi-14C-128GB-Storage-Up-to-8GB-Ram-50MP-AI-Dual-Camera-Immersive-688-HD-Display-Up-to-120Hz-Refresh-Rate-Dual-Sim-5160mAh-Type-Battery-Elegant-Glass-Back-Cover-Smart-Phone
kilimall,https://www.kilimall.co.ke/listing/1000377595-Refurbished-OPPO-F11-A9-Smart-Phone-128GB6GB-65-4000mAh-Fingerprint-unlock-phone-Dual-SIM-4G-phone-Refurbished-Phone-SmartPhones-Mobile-Phones-128GB-phone-4G-Phone-oppp-phone-smartphone
kilimall,https://www.kilimall.co.ke/listing/1000378067-Refurbished-OPPO-A3-F7-Smart-Phone-128GB4GB-623-3500mAh-phone-Dual-SIM-4G-phone-Refurbished-Phone-SmartPhones-Mobile-Phones-128GB-phone-4G-Phone-oppp-phone-smartphone
kilimall,https://www.kilimall.co.ke/listing/10004045425
kilimall,https://www.kilimall.co.ke/listing/1000418514-itel-P55-24-816GB-128GB-66-90Hz-Smartphone
kilimall,https://www.kilimall.co.ke/listing/10004787655-Baby-Phone-Toy-Music-Sound-Telephone-Sleeping-Toys-With-Teether-Simulation-Phone-Kids-Infant-Early-Educational-Learning-Toy-Birthday-Gift-Pink
kilimall,https://www.kilimall.co.ke/listing/10004811517
kilimall,https://www.kilimall.co.ke/listing/10005136618-Baby-Fruit-Feeder-Silicone-Pacifier-Set-BPAFree-FoodGrade-for-Safe-Sucking-Teething-Relief-AllinOne-Feeder-Soother-for-03-Years-Brown
kilimall,https://www.kilimall.co.ke/listing/10005191405
kilimall,https://www.kilimall.co.ke/listing/1001008317-Samsung-Galaxy-A16-128GB-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001023450-TOSHIBA-R63-i5-Laptop-133
kilimall,https://www.kilimall.co.ke/listing/1001031918-LIMETED-TIME-DEALSSamsung-Galaxy-A06-128GB4GB-MTK-Helio-G85-12nm-50MP-Dual-Camera-67-Large-Display-5000mAh-25W-TypeC-Charge-Android-14-Smart-Phones-Side-Fingerprint-Unlock-phoneFREEBIES
kilimall,https://www.kilimall.co.ke/listing/1001058752-ElectroMate-2-Burner-Stainless-Steel-Gas-Cooker-Durable-Tabletop-LPG-Stove-with-Brass-Burners-Flame-Control-Compact-Cooking-Appliance-for-Home-Use
kilimall,https://www.kilimall.co.ke/listing/1001097629-EUROKEN-EK26LC24T2-24-LED-TV
kilimall,https://www.kilimall.co.ke/listing/1001101828-Rebune-Vaccum-Cleaner-Dry-only-RE9034-With-2000-Watts-Electronics-And-Appliances-Home-Improvement-Vacuum-cleaners-with-2-years-warranty
kilimall,https://www.kilimall.co.ke/listing/1001103226-Euroken-50L-Standing-Gas-Cooker-4-Burners
kilimall,https://www.kilimall.co.ke/listing/1001117131-FUJITSU-Lifebook-U939-Laptop
kilimall,https://www.kilimall.co.ke/listing/1001130860-Limited-Time-Offer-Hp-Notebook-250G6-Intel-Pentium-8GB-RAM-256GB-SSD-Storage-156-Inch-Screen-Size-With-Windows-and-Office-Installed-Refurbished-Computer-Notebook-Laptop
kilimall,https://www.kilimall.co.ke/listing/1001172769-NEW-ARRIVAL-CORN-C16-PRO-MAX-66-STORAGE-ROM-64GB-RAM-5GB-STRONG-BATTERY-5000-mAh-DOUBLE-SIM-CARD-SMART-PHONE-ON-OFFER-FINGERPRINT-FACE-UNLOCK8MP-SEILFE-13MP-TYPEC-CHARGER-Phone-Smart-Phone
kilimall,https://www.kilimall.co.ke/listing/1001176799-Refurbished-FUJITSU-U938-Laptop-Core-i5-7th-Generation-275-GHz-8-GB-RAM-256GB-SSD-133-inch-Full-HD-Display-UltraLight-22-lbs-Windows-10-Pro-HDMI-USB-Ethernet-ports
kilimall,https://www.kilimall.co.ke/listing/1001200040-Corn-C16-Pro-Max-64GB-Storage-523Extended-RamUnlocked-Cell-Phone-Android-66HD-WATERDROP-SCREEN-13MP-Main-Camera8mp-Front-camera-5000mAh-Dual-SIM-Face-ID-GPS-OTG-Smart-Phone-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001258085-Refurbished-Apple-MacBook-Pro-13-Core-i5-24GHz-8GB-RAM-500GB-HDD-Mid-2012-MacOS-Laptop-Silver-Bag
kilimall,https://www.kilimall.co.ke/listing/1001259613-Refurbished-Apple-MacBook-Pro-13-Core-i5-24GHz-8GB-RAM-500GB-HDD-Mid-2012-MacOS-Installed-Laptop-Silver
kilimall,https://www.kilimall.co.ke/listing/1001319381-Samsung-Galaxy-A06-64GB128GB-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001338947-Generic-Portable-Electric-Fan-for-Laptop-Desktop-Cooling
kilimall,https://www.kilimall.co.ke/listing/1001347735-TECNO-Spark-40-AI-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001352979-Samsung-Galaxy-A16-128GB-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001361489-Infinix-Hot-60i-256GB-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001362919-Lenovo-CFMX4-Laptop-i5-5th-Gen-4GB-128GB-SSD
kilimall,https://www.kilimall.co.ke/listing/1001415714-AILYONS-High-Performance-Home-Appliance-Energy-Efficient-Dry-Iron-Box-Ironbox-FREE-GIFT-Rechargeable-Dining-Table-Water-Hand-Pump-Dispenser1000WCompact-designNonstick-soleplateOverheating-prot
kilimall,https://www.kilimall.co.ke/listing/1001431457-XIAOMI-REDMI-15C-128GB-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001434746-Samsung-Galaxy-A07-128GB-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001482700-TopRatedAILYONS-SelfService-High-Performance-Home-Appliance-Energy-Efficient-Dry-Iron-Box-Ironbox-FREE-GIFT-Rechargeable-Water-Hand-Pump-Dispenser
kilimall,https://www.kilimall.co.ke/listing/1001483278-FREE-Mouse-Lenovo-ThinkPad-Yoga-11E-x360-Convertible-2-in-1-4-GB-RAM-128-GB-SSD-Touchscreen-1080p-FHD-12-Display-Reliable-Business-Studies-Laptop
kilimall,https://www.kilimall.co.ke/listing/1001491460-XIAOMI-REDMI-15C-128GB-8GB-RAM-69-50MP-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001494800-XIAOMI-REDMI-15C-128GB-8GB-69-50MP-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001505808-Refurbished-Dell-Latitude-7280-Laptop-Notebook
kilimall,https://www.kilimall.co.ke/listing/1001507846-PREMIER-25L-WetDry-Vacuum-Cleaner
kilimall,https://www.kilimall.co.ke/listing/1001511971-TECNO-SPARK-40-Pro-Smart-Phone
kilimall,https://www.kilimall.co.ke/listing/1001514979-HP-ProBook-440-G3-Ultrabook
kilimall,https://www.kilimall.co.ke/listing/1001516861-Samsung-Galaxy-A17-128GB-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001525845-Infinix-Hot-60i-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001526334-Silvercrest-6500W-Blender-Countertop
kilimall,https://www.kilimall.co.ke/listing/1001536233-Lenovo-100e-Chromebook-116-Inch
kilimall,https://www.kilimall.co.ke/listing/1001537186-AILYONS-Electric-Kettle-Stainless-Steel
kilimall,https://www.kilimall.co.ke/listing/1001538140-Portable-Washers-Electric-75Kg-Folding-Washer
kilimall,https://www.kilimall.co.ke/listing/1001538284-SILVER-CREST-6500W-Heavy-Duty-Blender-2in1
kilimall,https://www.kilimall.co.ke/listing/1001538919-Lenovo-Chromebook-4GB-RAM-12-FHD
kilimall,https://www.kilimall.co.ke/listing/1001567710-CHUWI-Corebook-i3-10th-14-FHD-Laptop
kilimall,https://www.kilimall.co.ke/listing/1001582765-CALUS-C16-PRO-MAX-64GB-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001582778-CALUS-C16-PRO-MAX-66-5G-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001582808-CALUS-C16-Pro-Max-64GB-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001618759-XIAOMI-REDMI-15C-128GB-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001625181-Lenovo-Chromebook-4GB-RAM-FHD-12-Notebook
kilimall,https://www.kilimall.co.ke/listing/1001636578-Samsung-Galaxy-A07-128GB-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001646722-Ailyons-16inch-Wall-Fan
kilimall,https://www.kilimall.co.ke/listing/1001653297-EUROKEN-HS26LC24T2-24-LED-TV
kilimall,https://www.kilimall.co.ke/listing/1001659510-Samsung-Galaxy-A17-256GB-Smartphone
kilimall,https://www.kilimall.co.ke/listing/1001663098-Haier-Vestwoods-Lithium-Battery-for-Home-Appliances
kilimall,https://www.kilimall.co.ke/listing/1001673674-Lenovo-Chromebook-11-Notebook-PC
kilimall,https://www.kilimall.co.ke/listing/1001687001-Dell-Latitude-3190-x360-Touchscreen-Intel-Pentium-4GB-RAM-128GB-SSD-12-Inch-Screen-Size-Refurbished-Laptop-With-Windows-10-Pro-and-Microsoft-Office-Installed-Computer-Notebook-Techno-Supreme-Suppliers
kilimall,https://www.kilimall.co.ke/listing/1001695736-DELL-Chromebook-3180-Laptop-Computer-116-Inch-Laptop-PC-Intel-Celeron-N3060-4GB-RAM-16GB-SSD-Web-Camera-WiFi-Bluetooth-HDMI-Chrome-OS-Refurb
kilimall,https://www.kilimall.co.ke/listing/1001696311-OFFER-OFFER-Refurbished-HP-Probook-840-i58GB500GB-12GHz-processor-Windows-11-Bluetooth-Refurbished-Laptop-Notebook-Computer-Laptops
