text,label,platform,source_url,user,date,rating,label_source
64GB ROM + 5(2+3Extended)GB RAM,0,kilimall,https://www.kilimall.co.ke/listing/1001200040-Corn-C16-Pro-Max-64GB-Storage-523Extended-RamUnlocked-Cell-Phone-Android-66HD-WATERDROP-SCREEN-13MP-Main-Camera8mp-Front-camera-5000mAh-Dual-SIM-Face-ID-GPS-OTG-Smart-Phone-Smartphone,Anonymous,,,marketplace_real
Best price for Scarlett Steam Iron Box + FREE 2L Automatic Electric Kettle | Home Appliance Combo Offer Ironbox Water Heater Jug Fast Heating &amp; Auto Shut-Off Color-Silver 2411567,0,kilimall,https://www.kilimall.co.ke/listing/2411567-Scarlett-Steam-Iron-2L-Electric-Kettle,Anonymous,,,marketplace_real
Not able to charge phone.with the type C port. Add Outlet charging port for C to C charging cables since the current one only charges the power bank instead of the phone,0,jumia,https://www.jumia.co.ke/vic-20000mah-power-banks-portable-charger-ultra-light-battery-pack-black-247696732.html,Rapando,05-03-2026,4 out of 5,marketplace_real
Good. Light weight and serves the purpose,0,jumia,https://www.jumia.co.ke/villaon-v5606-1.77-1000mah-feature-phone-dual-sim-black-326370531.html,MWI,02-03-2026,5 out of 5,marketplace_real
"Best kettle ever, act fast. 5 star. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,marketplace_real
This earbuds changed my life!!! dont miss. while supplies last. Order today!!!,1,synthetic,,synthetic_generator,,,marketplace_real
I like it. It works well,0,jumia,https://www.jumia.co.ke/tws-budsair-5-i-deep-bass-with-13.22mm-large-driver-lightweight-half-in-ear-design-32-hours-playtime-ai-translations-iew-50-black-itel-mpg9977072.html,Yvonne,06-03-2026,4 out of 5,marketplace_real
AMAZING shoe!!! click here and perfect gift! Buy now and thank me later!!!,1,synthetic,,synthetic_generator,,,marketplace_real
Bad. The worst. Failed after only 2 days of use,0,jumia,https://www.jumia.co.ke/tws-budsair-5-e-subtle-shine-sleek-curves-rich-deep-bass-sound-39-hours-long-playtime-3.5g-lightweight-in-ear-design-portable-with-a-lanyard-black-itel-mpg9975767.html,Boygene,04-03-2026,1 out of 5,marketplace_real
pods. They are awesome ????,0,jumia,https://www.jumia.co.ke/oraimo-spacebuds-lite-deep-bass-clear-calls-and-immersive-360-sound-40-hr-playtime-true-wireless-earbuds-black-325461606.html,Julius,28-01-2026,5 out of 5,marketplace_real
"Best price for 🎇SILVER CREST Commercial Heavy Duty Blender 2in1 6500watts Double Jug With Grinding Machine Or Grinder🦋Silvercrest offers affordable‎‎,‎‎ quality‎‎,‎‎ energy‎‎-efficient home appliances ‎‎for variou Color-AS PICTURED Size-2L 1001538284",0,kilimall,https://www.kilimall.co.ke/listing/1001538284-SILVER-CREST-6500W-Heavy-Duty-Blender-2in1,Anonymous,,,marketplace_real
AMAZING blender!!! best ever and buy it now! Buy now and thank me later!!!,1,synthetic,,synthetic_generator,,,marketplace_real
volume. It's a good quality,0,jumia,https://www.jumia.co.ke/oraimo-necklace-lite-wireless-headphones-call-vibration-30hr-playtime-black-312418741.html,Jane,06-03-2026,5 out of 5,marketplace_real
"i like it. Nice bass, quality guaranteed from thus store????????",0,jumia,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-black-312876048.html,James,05-11-2025,5 out of 5,marketplace_real
"Best phone ever, perfect gift. unique. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,marketplace_real
"Best price for AILYONS 2 L Electric Kettle + FREE 4 WAY SOCKET EXTENSION CABLE – Coil-Less Water Heater &amp; Boiler Jug, Fast Boil, Stainless Steel, Durable &amp; Convenient Home Appliance Set Power King Ailyon Color-Silver 1001790001",0,kilimall,https://www.kilimall.co.ke/listing/1001790001-AILYONS-2-L-Electric-Kettle-FREE-4-WAY-SOCKET-EXTENSION-CABLE-CoilLess-Water-Heater-Boiler-Jug-Fast-Boil-Stainless-Steel-Durable-Convenient-Home-Appliance-Set-Power-King-Ailyon,Anonymous,,,marketplace_real
Rashnik single hot plate electric cooker is home for quality and durable home appliances. Our products are made from high quality materials that guarantee durability of our products.This porta,0,kilimall,https://www.kilimall.co.ke/listing/1001767526-Rashnik-single-hot-plate-electric-cooker-is-home-for-quality-and-durable-home-appliances-Our-products-are-made-from-high-quality-materials-that-guarantee-durability-of-our-productsThis-porta,Anonymous,,,marketplace_real
I like it. Nice phone for a change,0,jumia,https://www.jumia.co.ke/samsung-galaxy-a17-4g-6.7-4gb-ram-128gb-dual-sim-5000mah-black-2yrs-wrty-326942489.html,kellen,04-03-2026,5 out of 5,marketplace_real
Best price for Baby Phone Toy Music Sound Telephone Sleeping Toys With Teether Simulation Phone Kids Infant Early Educational Learning Toy Birthday Gift Color-Pink 1001605830,0,kilimall,https://www.kilimall.co.ke/listing/10004787655-Baby-Phone-Toy-Music-Sound-Telephone-Sleeping-Toys-With-Teether-Simulation-Phone-Kids-Infant-Early-Educational-Learning-Toy-Birthday-Gift-Pink,Anonymous,,,marketplace_real
New Mute Touch Mopping Robot Wireless Sweeping Wet And Dry All-In-One Cleaning Machine Smart Home Appliance Vacuum Cleaner,0,kilimall,https://www.kilimall.co.ke/listing/2483968-New-Mute-Touch-Mopping-Robot-Wireless-Sweeping-Wet-And-Dry-AllInOne-Cleaning-Machine-Smart-Home-Appliance-Vacuum-Cleaner,Anonymous,,,marketplace_real
It is finee. As advertised. It works perfectly,0,jumia,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-black-312876048.html,Maryann Muchiri,11-11-2025,5 out of 5,marketplace_real
Dell Latitude 3190 x360 Touchscreen Intel Pentium 4GB RAM 128GB SSD 12 Inch Screen Size Refurbished Laptop With Windows 10 Pro and Microsoft Office Installed Computer Notebook Techno Supreme Suppliers,0,kilimall,https://www.kilimall.co.ke/listing/1001687001-Dell-Latitude-3190-x360-Touchscreen-Intel-Pentium-4GB-RAM-128GB-SSD-12-Inch-Screen-Size-Refurbished-Laptop-With-Windows-10-Pro-and-Microsoft-Office-Installed-Computer-Notebook-Techno-Supreme-Suppliers,Anonymous,,,marketplace_real
Touchscreen Refurbished Dell Latitude 3390 X360 2-in-1 Laptop Intel Core i5 8th Gen 8GB RAM 256GB SSD 13.3 Inches FHD Display Refurbished Laptop Computer Notebook,0,kilimall,https://www.kilimall.co.ke/listing/1001712034-Touchscreen-Refurbished-Dell-Latitude-3390-X360-2in1-Laptop-Intel-Core-i5-8th-Gen-8GB-RAM-256GB-SSD-133-Inches-FHD-Display-Refurbished-Laptop-Computer-Notebook,Anonymous,,,marketplace_real
Good product. Good as expected,0,jumia,https://www.jumia.co.ke/desktop-smartphone-holder-foldable-phone-stand-black-generic-mpg416630.html,samson,02-03-2026,1 out of 5,marketplace_real
Best price for HP ProBook 440 G4 Laptop | Intel Core i3 7th Generation | 4GB DDR4 RAM | 128GB SSD Storage | 14 Inch HD Display | Refurbished Laptop | Windows 10 Professional | Lightweight Business Notebook Color-grey and black 1001514979,0,kilimall,https://www.kilimall.co.ke/listing/1001514979-HP-ProBook-440-G3-Ultrabook,Anonymous,,,marketplace_real
the phone is awesome. It's generally good. I recommend,0,jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-6000mah-dual-sim-1-year-warranty-black-ledwatchearpodscablecardreaderpowerbank-325233796.html,Rosemary,23-02-2026,5 out of 5,marketplace_real
long lasting battery. Poor camera,0,jumia,https://www.jumia.co.ke/koruima-k2402-button-phones-2.4-1800mah-5v-1a-type-c-charger-big-battery-dual-sim-feature-phones-black-325452530.html,Cecilia,09-02-2026,4 out of 5,marketplace_real
As advertised. Fast charging. Good quality. Like how the magnetic effect works when I’m wrapping it to put it away. Love the product,0,jumia,https://www.jumia.co.ke/oraimo-magcable-cable-de-donnees-type-c-vers-type-c-1m-60w-309766023.html,Njeri,09-02-2026,5 out of 5,marketplace_real
"Perfect bag 10/10!!! high grade, amazing, and super fast delivery!!!",1,synthetic,,synthetic_generator,,,marketplace_real
"Best shoe ever, approved. 100% recommend. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,marketplace_real
[New Arrivals] M-HORSE CAMON 40 PRO+ 128GB + 8GB (4+4GB) RAM 6.8&quot; 16MP Selfie 32MP REAR CAMERA 5000mAh Battery Type-C Dual SIM 4G Side Fingerprint IP64 Smart Phones + FREE GIFTS JUST FOR YOU,0,kilimall,https://www.kilimall.co.ke/listing/1001771873-New-Arrivals-MHORSE-CAMON-40-PRO-128GB-8GB-44GB-RAM-68-16MP-Selfie-32MP-REAR-CAMERA-5000mAh-Battery-TypeC-Dual-SIM-4G-Side-Fingerprint-IP64-Smart-Phones-FREE-GIFTS-JUST-FOR-YOU,Anonymous,,,marketplace_real
"Best price for AILYONS High Performance Home Appliance Energy Efficient Dry Iron Box, Ironbox + FREE GIFT Rechargeable Dining Table Water Hand Pump Dispenser.1000W",0,kilimall,https://www.kilimall.co.ke/listing/1001415714-AILYONS-High-Performance-Home-Appliance-Energy-Efficient-Dry-Iron-Box-Ironbox-FREE-GIFT-Rechargeable-Dining-Table-Water-Hand-Pump-Dispenser1000WCompact-designNonstick-soleplateOverheating-prot,Anonymous,,,marketplace_real
awesomeness. As expected,0,jumia,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-4gb-ram-64gb-dual-sim-5000mah-black-1yr-wrty-299889399.html,Peter,25-02-2026,5 out of 5,marketplace_real
"Fake, not worth it. This tablet is a fake, it is definitely not running android 12, it is running a fake version of android that spoofs it as 12. It is slow, non responsive and cannot run some apps because it is probably at android5 or 6. I would CERTAINLY NOT! reccomend that anyone spends money on this",0,jumia,https://www.jumia.co.ke/c-idea-10.1-inch-android-tablet-pc-12-dual-camera-sim-8gb-ram-512gb-bluetooth-fntastic-green-178014578.html,Munyao,04-07-2024,1 out of 5,marketplace_real
"LIMITED TIME DEAL!! CORN MEGA 100 MAX 6.67&quot;HD 64GB ROM, 5(2+3)GB RAM 5000mAh DUAL SIM CARD SMART PHONE SIDE FINGERPRINT FACE UNLOCK, 3G NETWORK13MP ULTRA CAMERA 8MP SELFIE-SMARTPHONE+FREEGIFT",0,kilimall,https://www.kilimall.co.ke/listing/1001744385-LIMITED-TIME-DEAL-CORN-MEGA-100-MAX-667HD-64GB-ROM-523GB-RAM-5000mAh-DUAL-SIM-CARD-SMART-PHONE-SIDE-FINGERPRINT-FACE-UNLOCK-3G-NETWORK13MP-ULTRA-CAMERA-8MP-SELFIESMARTPHONEFREEGIFT,Anonymous,,,marketplace_real
"Perfect speaker 10/10!!! luxury, buy now, and super fast delivery!!!",1,synthetic,,synthetic_generator,,,marketplace_real
good quality. Price tag is not worth it but serves the purpose,0,jumia,https://www.jumia.co.ke/itel-fast-wall-charger-type-c-a.i-smart-features-icw-204u-325222948.html,Anthony,23-12-2025,4 out of 5,marketplace_real
