text,label,platform,source_url,user,date,rating,label_source
The phone was amazing with the gifts. The items I ordered was even better to what actually came,0,jumia,https://www.jumia.co.ke/tecno-spark-40-6.67-hd-8gb-ram-128gb-dual-sim-5200mah-grey-free-led-watchearpodspowerbank-323701040.html,Rael,04-03-2026,5 out of 5,scraped_review
Best price for itel P55 24(8+16)GB RAM + 128GB 6.6&quot; 90Hz Display Game Phones Dual SIM 4G Network 50MP Camera 18W Fast Charging 5000mAh Battery Fingerprint And Face Unlock Smart Phones Color-Aurora Blue Storage-128GB+24(8+16)GB 1000418514,0,kilimall,https://www.kilimall.co.ke/listing/1000418514-itel-P55-24-816GB-128GB-66-90Hz-Smartphone,Anonymous,,,scraped_review
"I like it. The connectivity to network good, delivery to where I was was fast and checked the phone description during advertising same no foul plays. Thanks",0,jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-dual-sim-6000mah-black-25-months-warranty-325490535.html,Gladwell,05-03-2026,4 out of 5,scraped_review
[Tech Week] New Arrival Samsung Galaxy A07 128GB+4GB MTK Helio G99 6.7&quot; 90Hz 50MP Dual Camera 5000mAh 25W Type-C Charge Android 15 Smart Phones IP54 Waterproof Side Fingerprint phone,0,kilimall,https://www.kilimall.co.ke/listing/1001434746-Samsung-Galaxy-A07-128GB-Smartphone,Anonymous,,,scraped_review
Unbeatable kettle! deluxe! unique! Five stars!!!,1,synthetic,,synthetic_generator,,,template_fraud
[NEW ARRIVALS!!!]Itel A90 128GB+12(4+8)GB RAM 6.6“ 90HZ Display Phone Dual SIM 4G Network 13MP Camera Fingerprint Unlock 15W 5000 mAh Battery Android 14 Octa-core Smart Phones,0,kilimall,https://www.kilimall.co.ke/listing/1001764100-NEW-ARRIVALSItel-A90-128GB1248GB-RAM-66-90HZ-Display-Phone-Dual-SIM-4G-Network-13MP-Camera-Fingerprint-Unlock-15W-5000-mAh-Battery-Android-14-Octacore-Smart-Phones,Anonymous,,,scraped_review
I do don't like it. The charger is not working,0,jumia,https://www.jumia.co.ke/villaon-v120-1.77-1000mah-triple-sim-feature-phone-black-326369869.html,Joseph,05-03-2026,1 out of 5,scraped_review
"LIMITED TIME DEALS!!!! BRAND NEW CORN C16 PRO MAX 6.6&quot; STORAGE ROM 64GB RAM 5GB STRONG BATTERY 5000 mAh DOUBLE SIM CARD SMART PHONE ON OFFER FINGERPRINT FACE UNLOCK,8MP SEILFE 13MP TYPE-C",0,kilimall,https://www.kilimall.co.ke/listing/1001582765-CALUS-C16-PRO-MAX-64GB-Smartphone,Anonymous,,,scraped_review
"Perfect phone 10/10!!! flawless, powerful, and super fast delivery!!!",1,synthetic,,synthetic_generator,,,template_fraud
[Tech Week] Brand New Realme Note 50 90Hz 6.74&quot; 128GB ROM + 8(4+4)GB RAM 5000mAh 13MP Al Camera Unisoc Tiger T612 Type-C 3-Card Slot Smart Phones Side Fingerprint phone,0,kilimall,https://www.kilimall.co.ke/listing/1000192744-realme-Note-50-90Hz-Smartphone,Anonymous,,,scraped_review
"Good. Battery is giving me like 3 to 4 days, and also easier to use",0,jumia,https://www.jumia.co.ke/villaon-v110-1.77-1000mah-dual-sim-black-326370555.html,David,04-03-2026,5 out of 5,scraped_review
"Ships from Zimmerman , select an address to view delivery times.",0,kilimall,https://www.kilimall.co.ke/listing/1001801207-Fridge-TV-Guard13-Amps-Amp-Power-Protection-for-TVs-Refrigerators-and-Home-Appliances,Anonymous,,,scraped_review
"Rating high. The product is perfect. Deep base,clear sound and can keep charge for along time in use. I recommend potential buyers",0,jumia,https://www.jumia.co.ke/tws-budsair-5-i-deep-bass-with-13.22mm-large-driver-lightweight-half-in-ear-design-32-hours-playtime-ai-translations-iew-50-black-itel-mpg9977072.html,David,22-01-2026,5 out of 5,scraped_review
Best price for Ailyons 16-inch wall fan.,0,kilimall,https://www.kilimall.co.ke/listing/1001646722-Ailyons-16inch-Wall-Fan,Anonymous,,,scraped_review
AMAZING bag!!! highly recommend and click now! Buy now and thank me later!!!,1,synthetic,,synthetic_generator,,,template_fraud
"Brand New Chuwi Laptop Corebook i3 10th ultrabook: (kama i7 7th), 8GB+256GB SSD, 14&quot; Full HD Ultrabook with Long Battery Life &amp; Win 11 system WiFi6 Bluetooth 5.2",0,kilimall,https://www.kilimall.co.ke/listing/1001567710-CHUWI-Corebook-i3-10th-14-FHD-Laptop,Anonymous,,,scraped_review
"Perfect speaker 10/10!!! durable, limited stock, and super fast delivery!!!",1,synthetic,,synthetic_generator,,,template_fraud
"Meets expectation. Though it overheats, maybe you can improve on their OS",0,jumia,https://www.jumia.co.ke/c1-tabletdual-sim8-inch-633gb-ram-64gb-rom-android14-4000mah-batterygray-redbeat-mpg8920967.html,Daglas,02-03-2026,4 out of 5,scraped_review
"size, volume &amp; clarity of voice. Easy to carry around (not too big) has a big volume &amp; bass tone makes the music sound just amazing ????",0,jumia,https://www.jumia.co.ke/oraimo-spacebox-wireless-bluetooth-speaker-portable-8w-fm-grey-317633439.html,Caroline,04-03-2026,5 out of 5,scraped_review
"Perfect watch 10/10!!! best buy, perfect, and super fast delivery!!!",1,synthetic,,synthetic_generator,,,template_fraud
"Best price for AILYONS Electric Kettle + Free 4-Way Extension Cable – Coil-Less Water Heater &amp; Boiler Jug, Fast Boil, Stainless Steel, Durable &amp; Convenient Home Appliance Set Color-Silver 1001537186",0,kilimall,https://www.kilimall.co.ke/listing/1001537186-AILYONS-Electric-Kettle-Stainless-Steel,Anonymous,,,scraped_review
Best price for Refurbished Apple MacBook Pro 13&quot; Core i5 2.4GHz 8GB RAM 500GB HDD (Mid 2012) MacOS Laptop Silver + Bag Color-Silver 1001258085,0,kilimall,https://www.kilimall.co.ke/listing/1001258085-Refurbished-Apple-MacBook-Pro-13-Core-i5-24GHz-8GB-RAM-500GB-HDD-Mid-2012-MacOS-Laptop-Silver-Bag,Anonymous,,,scraped_review
⭐ MEGA OFFER ⭐ – 1 PC Smartpro 180L Chest Freezer Deep Freezer Energy Saving Durable Home Appliance,0,kilimall,https://www.kilimall.co.ke/listing/1001811009-MEGA-OFFER-1-PC-Smartpro-180L-Chest-Freezer-Deep-Freezer-Energy-Saving-Durable-Home-Appliance,Anonymous,,,scraped_review
"Best fridge ever, no risk. best buy. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,template_fraud
Best price for [Tech Week] Brand New Realme Note 50 90Hz 6.74&quot; 64GB ROM + 6(3+3)GB RAM 5000mAh 13MP Al Camera Unisoc Tiger T612 Type-C 3-Card Slot Smart Phones Side Fingerprint phone Color-Sky Blue Storage-64GB + 6(3+3)GB 1000192714,0,kilimall,https://www.kilimall.co.ke/listing/1000192714-realme-Note-50-90Hz-Smartphone,Anonymous,,,scraped_review
This fridge changed my life!!! 100% recommend. buy now. Order today!!!,1,synthetic,,synthetic_generator,,,template_fraud
perfect. The colours are good and everything so far is amazing ????,0,jumia,https://www.jumia.co.ke/tv-32-inches-qled-smart-tv-frameless-bluetooth-android14-wifi-digital-netflix-youtube-prime-32-television-1-year-warranty-new-launch-price-wall-mount-free-gift-itel-mpg9993922.html,Subira,02-03-2026,4 out of 5,scraped_review
How to apply aftersale/ Refund,0,kilimall,https://www.kilimall.co.ke/listing/1000100017-Euroken-Euro6531EE-Standing-Gas-Cooker,Anonymous,,,scraped_review
"Corn C16 Pro Max 64GB Storage +5(2+3Extended ) RamUnlocked Cell Phone, Android 6.6&quot;HD +WATERDROP SCREEN 13MP Main Camera,8mp Front camera 5000mAh Dual SIM, Face ID, GPS, OTG Smart Phone Smartphone",0,kilimall,https://www.kilimall.co.ke/listing/1001200040-Corn-C16-Pro-Max-64GB-Storage-523Extended-RamUnlocked-Cell-Phone-Android-66HD-WATERDROP-SCREEN-13MP-Main-Camera8mp-Front-camera-5000mAh-Dual-SIM-Face-ID-GPS-OTG-Smart-Phone-Smartphone,Anonymous,,,scraped_review
Best price for [Tech Week] Brand New Samsung Galaxy A06 64GB+4GB 50MP Camera 6.7&quot; 90Hz MTK Helio G85 (12nm) 5000mAh 25W Type-C Charge Android 14 Smart Phones phone Color-Black Storage-64GB+4GB 3054740,0,kilimall,https://www.kilimall.co.ke/listing/3054740-Samsung-Galaxy-A05-64GB-50MP-Camera,Anonymous,,,scraped_review
"AILYONS High Performance Home Appliance Energy Efficient Dry Iron Box, Ironbox + FREE GIFT Rechargeable Dining Table Water Hand Pump Dispenser.1000W",0,kilimall,https://www.kilimall.co.ke/listing/1001415714-AILYONS-High-Performance-Home-Appliance-Energy-Efficient-Dry-Iron-Box-Ironbox-FREE-GIFT-Rechargeable-Dining-Table-Water-Hand-Pump-Dispenser1000WCompact-designNonstick-soleplateOverheating-prot,Anonymous,,,scraped_review
"Lovely!. A good wearable device, beautiful look. Battery lasts long. Product has nice features and functions well. Great value!",0,jumia,https://www.jumia.co.ke/itel-smartwatch-edge-r1-pro-043-1.43-super-amoled-display-5-minute-charge-24-hour-usageip68-waterproof-308793532.html,Dan,12-11-2025,5 out of 5,scraped_review
I like it. It's a nice product in love with it,0,jumia,https://www.jumia.co.ke/xiaomi-redmi-15-4g-6gb-ram-128gb-7000mah-grey-25-months-warranty.-325670447.html,Samuel,15-01-2026,4 out of 5,scraped_review
OFFER OFFER!!!!! Refurbished HP Probook 840 i5+8GB+500GB 1-2GHz processor Windows 11 Bluetooth Refurbished Laptop Notebook Computer Laptops,0,kilimall,https://www.kilimall.co.ke/listing/1001696311-OFFER-OFFER-Refurbished-HP-Probook-840-i58GB500GB-12GHz-processor-Windows-11-Bluetooth-Refurbished-Laptop-Notebook-Computer-Laptops,Anonymous,,,scraped_review
"LOW POWER STORAGE, BAD FOR CALLS. The neck band is okay but it doesn't store power for long. It can't get to used for more than an hour. It powers off and we have to charge for more than five times a day",0,jumia,https://www.jumia.co.ke/generic-g03-neckband-wireless-bluetooth-in-ear-sports-earphone-headset-169371598.html,Anonymous,,2 out of 5,scraped_review
Unbeatable laptop! amazing! premium quality! Five stars!!!,1,synthetic,,synthetic_generator,,,template_fraud
64GB ROM + 5(2+3Extended)GB RAM,0,kilimall,https://www.kilimall.co.ke/listing/1001200040-Corn-C16-Pro-Max-64GB-Storage-523Extended-RamUnlocked-Cell-Phone-Android-66HD-WATERDROP-SCREEN-13MP-Main-Camera8mp-Front-camera-5000mAh-Dual-SIM-Face-ID-GPS-OTG-Smart-Phone-Smartphone,Anonymous,,,scraped_review
Best price for Scarlett Steam Iron Box + FREE 2L Automatic Electric Kettle | Home Appliance Combo Offer Ironbox Water Heater Jug Fast Heating &amp; Auto Shut-Off Color-Silver 2411567,0,kilimall,https://www.kilimall.co.ke/listing/2411567-Scarlett-Steam-Iron-2L-Electric-Kettle,Anonymous,,,scraped_review
Not able to charge phone.with the type C port. Add Outlet charging port for C to C charging cables since the current one only charges the power bank instead of the phone,0,jumia,https://www.jumia.co.ke/vic-20000mah-power-banks-portable-charger-ultra-light-battery-pack-black-247696732.html,Rapando,05-03-2026,4 out of 5,scraped_review
Good. Light weight and serves the purpose,0,jumia,https://www.jumia.co.ke/villaon-v5606-1.77-1000mah-feature-phone-dual-sim-black-326370531.html,MWI,02-03-2026,5 out of 5,scraped_review
"Best kettle ever, act fast. 5 star. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,template_fraud
This earbuds changed my life!!! dont miss. while supplies last. Order today!!!,1,synthetic,,synthetic_generator,,,template_fraud
I like it. It works well,0,jumia,https://www.jumia.co.ke/tws-budsair-5-i-deep-bass-with-13.22mm-large-driver-lightweight-half-in-ear-design-32-hours-playtime-ai-translations-iew-50-black-itel-mpg9977072.html,Yvonne,06-03-2026,4 out of 5,scraped_review
AMAZING shoe!!! click here and perfect gift! Buy now and thank me later!!!,1,synthetic,,synthetic_generator,,,template_fraud
Bad. The worst. Failed after only 2 days of use,0,jumia,https://www.jumia.co.ke/tws-budsair-5-e-subtle-shine-sleek-curves-rich-deep-bass-sound-39-hours-long-playtime-3.5g-lightweight-in-ear-design-portable-with-a-lanyard-black-itel-mpg9975767.html,Boygene,04-03-2026,1 out of 5,scraped_review
pods. They are awesome ????,0,jumia,https://www.jumia.co.ke/oraimo-spacebuds-lite-deep-bass-clear-calls-and-immersive-360-sound-40-hr-playtime-true-wireless-earbuds-black-325461606.html,Julius,28-01-2026,5 out of 5,scraped_review
"Best price for 🎇SILVER CREST Commercial Heavy Duty Blender 2in1 6500watts Double Jug With Grinding Machine Or Grinder🦋Silvercrest offers affordable‎‎,‎‎ quality‎‎,‎‎ energy‎‎-efficient home appliances ‎‎for variou Color-AS PICTURED Size-2L 1001538284",0,kilimall,https://www.kilimall.co.ke/listing/1001538284-SILVER-CREST-6500W-Heavy-Duty-Blender-2in1,Anonymous,,,scraped_review
AMAZING blender!!! best ever and buy it now! Buy now and thank me later!!!,1,synthetic,,synthetic_generator,,,template_fraud
volume. It's a good quality,0,jumia,https://www.jumia.co.ke/oraimo-necklace-lite-wireless-headphones-call-vibration-30hr-playtime-black-312418741.html,Jane,06-03-2026,5 out of 5,scraped_review
"i like it. Nice bass, quality guaranteed from thus store????????",0,jumia,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-black-312876048.html,James,05-11-2025,5 out of 5,scraped_review
"Best phone ever, perfect gift. unique. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,template_fraud
"Best price for AILYONS 2 L Electric Kettle + FREE 4 WAY SOCKET EXTENSION CABLE – Coil-Less Water Heater &amp; Boiler Jug, Fast Boil, Stainless Steel, Durable &amp; Convenient Home Appliance Set Power King Ailyon Color-Silver 1001790001",0,kilimall,https://www.kilimall.co.ke/listing/1001790001-AILYONS-2-L-Electric-Kettle-FREE-4-WAY-SOCKET-EXTENSION-CABLE-CoilLess-Water-Heater-Boiler-Jug-Fast-Boil-Stainless-Steel-Durable-Convenient-Home-Appliance-Set-Power-King-Ailyon,Anonymous,,,scraped_review
Rashnik single hot plate electric cooker is home for quality and durable home appliances. Our products are made from high quality materials that guarantee durability of our products.This porta,0,kilimall,https://www.kilimall.co.ke/listing/1001767526-Rashnik-single-hot-plate-electric-cooker-is-home-for-quality-and-durable-home-appliances-Our-products-are-made-from-high-quality-materials-that-guarantee-durability-of-our-productsThis-porta,Anonymous,,,scraped_review
I like it. Nice phone for a change,0,jumia,https://www.jumia.co.ke/samsung-galaxy-a17-4g-6.7-4gb-ram-128gb-dual-sim-5000mah-black-2yrs-wrty-326942489.html,kellen,04-03-2026,5 out of 5,scraped_review
Best price for Baby Phone Toy Music Sound Telephone Sleeping Toys With Teether Simulation Phone Kids Infant Early Educational Learning Toy Birthday Gift Color-Pink 1001605830,0,kilimall,https://www.kilimall.co.ke/listing/10004787655-Baby-Phone-Toy-Music-Sound-Telephone-Sleeping-Toys-With-Teether-Simulation-Phone-Kids-Infant-Early-Educational-Learning-Toy-Birthday-Gift-Pink,Anonymous,,,scraped_review
New Mute Touch Mopping Robot Wireless Sweeping Wet And Dry All-In-One Cleaning Machine Smart Home Appliance Vacuum Cleaner,0,kilimall,https://www.kilimall.co.ke/listing/2483968-New-Mute-Touch-Mopping-Robot-Wireless-Sweeping-Wet-And-Dry-AllInOne-Cleaning-Machine-Smart-Home-Appliance-Vacuum-Cleaner,Anonymous,,,scraped_review
It is finee. As advertised. It works perfectly,0,jumia,https://www.jumia.co.ke/oraimo-boompop-lite-enc-over-ear-wireless-headphones-black-312876048.html,Maryann Muchiri,11-11-2025,5 out of 5,scraped_review
Dell Latitude 3190 x360 Touchscreen Intel Pentium 4GB RAM 128GB SSD 12 Inch Screen Size Refurbished Laptop With Windows 10 Pro and Microsoft Office Installed Computer Notebook Techno Supreme Suppliers,0,kilimall,https://www.kilimall.co.ke/listing/1001687001-Dell-Latitude-3190-x360-Touchscreen-Intel-Pentium-4GB-RAM-128GB-SSD-12-Inch-Screen-Size-Refurbished-Laptop-With-Windows-10-Pro-and-Microsoft-Office-Installed-Computer-Notebook-Techno-Supreme-Suppliers,Anonymous,,,scraped_review
Touchscreen Refurbished Dell Latitude 3390 X360 2-in-1 Laptop Intel Core i5 8th Gen 8GB RAM 256GB SSD 13.3 Inches FHD Display Refurbished Laptop Computer Notebook,0,kilimall,https://www.kilimall.co.ke/listing/1001712034-Touchscreen-Refurbished-Dell-Latitude-3390-X360-2in1-Laptop-Intel-Core-i5-8th-Gen-8GB-RAM-256GB-SSD-133-Inches-FHD-Display-Refurbished-Laptop-Computer-Notebook,Anonymous,,,scraped_review
Good product. Good as expected,0,jumia,https://www.jumia.co.ke/desktop-smartphone-holder-foldable-phone-stand-black-generic-mpg416630.html,samson,02-03-2026,1 out of 5,scraped_review
Best price for HP ProBook 440 G4 Laptop | Intel Core i3 7th Generation | 4GB DDR4 RAM | 128GB SSD Storage | 14 Inch HD Display | Refurbished Laptop | Windows 10 Professional | Lightweight Business Notebook Color-grey and black 1001514979,0,kilimall,https://www.kilimall.co.ke/listing/1001514979-HP-ProBook-440-G3-Ultrabook,Anonymous,,,scraped_review
the phone is awesome. It's generally good. I recommend,0,jumia,https://www.jumia.co.ke/redmi-15c-byxiaomi-6.9-4gb-ram-128gb-6000mah-dual-sim-1-year-warranty-black-ledwatchearpodscablecardreaderpowerbank-325233796.html,Rosemary,23-02-2026,5 out of 5,scraped_review
long lasting battery. Poor camera,0,jumia,https://www.jumia.co.ke/koruima-k2402-button-phones-2.4-1800mah-5v-1a-type-c-charger-big-battery-dual-sim-feature-phones-black-325452530.html,Cecilia,09-02-2026,4 out of 5,scraped_review
As advertised. Fast charging. Good quality. Like how the magnetic effect works when I’m wrapping it to put it away. Love the product,0,jumia,https://www.jumia.co.ke/oraimo-magcable-cable-de-donnees-type-c-vers-type-c-1m-60w-309766023.html,Njeri,09-02-2026,5 out of 5,scraped_review
"Perfect bag 10/10!!! high grade, amazing, and super fast delivery!!!",1,synthetic,,synthetic_generator,,,template_fraud
"Best shoe ever, approved. 100% recommend. Don't miss this deal!!!",1,synthetic,,synthetic_generator,,,template_fraud
[New Arrivals] M-HORSE CAMON 40 PRO+ 128GB + 8GB (4+4GB) RAM 6.8&quot; 16MP Selfie 32MP REAR CAMERA 5000mAh Battery Type-C Dual SIM 4G Side Fingerprint IP64 Smart Phones + FREE GIFTS JUST FOR YOU,0,kilimall,https://www.kilimall.co.ke/listing/1001771873-New-Arrivals-MHORSE-CAMON-40-PRO-128GB-8GB-44GB-RAM-68-16MP-Selfie-32MP-REAR-CAMERA-5000mAh-Battery-TypeC-Dual-SIM-4G-Side-Fingerprint-IP64-Smart-Phones-FREE-GIFTS-JUST-FOR-YOU,Anonymous,,,scraped_review
"Best price for AILYONS High Performance Home Appliance Energy Efficient Dry Iron Box, Ironbox + FREE GIFT Rechargeable Dining Table Water Hand Pump Dispenser.1000W",0,kilimall,https://www.kilimall.co.ke/listing/1001415714-AILYONS-High-Performance-Home-Appliance-Energy-Efficient-Dry-Iron-Box-Ironbox-FREE-GIFT-Rechargeable-Dining-Table-Water-Hand-Pump-Dispenser1000WCompact-designNonstick-soleplateOverheating-prot,Anonymous,,,scraped_review
awesomeness. As expected,0,jumia,https://www.jumia.co.ke/samsung-galaxy-a06-6.7-4gb-ram-64gb-dual-sim-5000mah-black-1yr-wrty-299889399.html,Peter,25-02-2026,5 out of 5,scraped_review
"Fake, not worth it. This tablet is a fake, it is definitely not running android 12, it is running a fake version of android that spoofs it as 12. It is slow, non responsive and cannot run some apps because it is probably at android5 or 6. I would CERTAINLY NOT! reccomend that anyone spends money on this",0,jumia,https://www.jumia.co.ke/c-idea-10.1-inch-android-tablet-pc-12-dual-camera-sim-8gb-ram-512gb-bluetooth-fntastic-green-178014578.html,Munyao,04-07-2024,1 out of 5,scraped_review
"LIMITED TIME DEAL!! CORN MEGA 100 MAX 6.67&quot;HD 64GB ROM, 5(2+3)GB RAM 5000mAh DUAL SIM CARD SMART PHONE SIDE FINGERPRINT FACE UNLOCK, 3G NETWORK13MP ULTRA CAMERA 8MP SELFIE-SMARTPHONE+FREEGIFT",0,kilimall,https://www.kilimall.co.ke/listing/1001744385-LIMITED-TIME-DEAL-CORN-MEGA-100-MAX-667HD-64GB-ROM-523GB-RAM-5000mAh-DUAL-SIM-CARD-SMART-PHONE-SIDE-FINGERPRINT-FACE-UNLOCK-3G-NETWORK13MP-ULTRA-CAMERA-8MP-SELFIESMARTPHONEFREEGIFT,Anonymous,,,scraped_review
"Perfect speaker 10/10!!! luxury, buy now, and super fast delivery!!!",1,synthetic,,synthetic_generator,,,template_fraud
good quality. Price tag is not worth it but serves the purpose,0,jumia,https://www.jumia.co.ke/itel-fast-wall-charger-type-c-a.i-smart-features-icw-204u-325222948.html,Anthony,23-12-2025,4 out of 5,scraped_review
Best price for {FREE MOUSE } HP ELITEBOOK 8460P CORE I5 8GB RAM 500GB HDD 4TH GENERATION REFURBISHED LAPTOP 14&quot; INCH WINDOWS 10 PRO PLUS + FREE MOUSE LAPTOPS COMPUTER PC NOTEBOOK Color-Gray 3041415,0,kilimall,https://www.kilimall.co.ke/listing/3041415-Dell-EliteBook-8460p-Laptop,Anonymous,,,scraped_review
